strategy,cv_sharpe,holdout_sharpe,holdout_pnl,holdout_win_rate,holdout_trades,holdout_max_dd
blackwell,14.57906046836396,19.39535373623336,2037.4937580582712,0.739434648754548,3573,1.773494462447502
stat_arb,15.142102786587254,15.706791372695687,171.37261331460704,0.7138095238095238,4200,0.2053002805229056
mean_reversion,8.18662330043035,6.113464932787484,90.24755304730589,0.6862690707350901,7210,0.8268345688706802
